_id,ปี พ.ศ.,ประเภทรถ,ยี่ห้อ,รุ่น,จำนวน
1454,2565,รถจักรยานยนต์,BMW,R18 B,6
1455,2565,รถจักรยานยนต์,BMW,R18 Classic,24
1456,2565,รถจักรยานยนต์,BMW,R18 Transcontinental,10
1457,2565,รถจักรยานยนต์,BMW,S 1000 R,54
1458,2565,รถจักรยานยนต์,BMW,S 1000 RR,130
1459,2565,รถจักรยานยนต์,BMW,S 1000 XR,30
1460,2565,รถจักรยานยนต์,BMW,,4
1461,2565,รถจักรยานยนต์,CF,250NK,39
1462,2565,รถจักรยานยนต์,CF,250NK ABS,59
1463,2565,รถจักรยานยนต์,CFMOTO,650MT TOURING,5
1464,2565,รถจักรยานยนต์,CFMOTO,650NK,2
1465,2565,รถจักรยานยนต์,COOPER,COOPER,2
1466,2565,รถจักรยานยนต์,CYCLONE,RE3,61
1467,2565,รถจักรยานยนต์,DAYANG,E-VIBALL DY 1500DT,1
1468,2565,รถจักรยานยนต์,DAYANG,E-VIBALL DY 3000DT,1
1469,2565,รถจักรยานยนต์,DAYI MOTOR,DAYI MOTOR E-BALDUR S,1
1470,2565,รถจักรยานยนต์,DAYI MOTOR,DAYI MOTOR E-ODIN 2.0,1
1471,2565,รถจักรยานยนต์,DECO,BLAZE,1
1472,2565,รถจักรยานยนต์,DECO,CJDS60,401
1473,2565,รถจักรยานยนต์,DECO,DOUBLEACE,16
1474,2565,รถจักรยานยนต์,DECO,Ekon,161
1475,2565,รถจักรยานยนต์,DECO,FELIX,1
1476,2565,รถจักรยานยนต์,DECO,G-FIVE,56
1477,2565,รถจักรยานยนต์,DECO,Hannah,691
1478,2565,รถจักรยานยนต์,DECO,HUNTER,1
1479,2565,รถจักรยานยนต์,DECO,Luciano,477
1480,2565,รถจักรยานยนต์,DECO,Max One,115
1481,2565,รถจักรยานยนต์,DECO,MCX,1
1482,2565,รถจักรยานยนต์,DECO,NOVA,1
1483,2565,รถจักรยานยนต์,DECO,ROBUST,1
1484,2565,รถจักรยานยนต์,DECO,RYDER,1
1485,2565,รถจักรยานยนต์,DECO,Sally,50
1486,2565,รถจักรยานยนต์,DECO,STELLA,1
1487,2565,รถจักรยานยนต์,DECO,Super Ace,576
1488,2565,รถจักรยานยนต์,DECO,SUSU,117
1489,2565,รถจักรยานยนต์,DECO,SWIFT,1
1490,2565,รถจักรยานยนต์,DECO,Sylla,177
1491,2565,รถจักรยานยนต์,DECO,TITAN,1
1492,2565,รถจักรยานยนต์,DECO,VIGOR,1
1493,2565,รถจักรยานยนต์,DUCATI,1299 SUPERLEGGERA,2
1494,2565,รถจักรยานยนต์,DUCATI,DIAVEL 1260,2
1495,2565,รถจักรยานยนต์,DUCATI,DIAVEL 1260 S,12
1496,2565,รถจักรยานยนต์,DUCATI,DIAVEL LAMBORGHINI,1
1497,2565,รถจักรยานยนต์,DUCATI,HYPER 939,1
1498,2565,รถจักรยานยนต์,DUCATI,HYPER821,2
1499,2565,รถจักรยานยนต์,DUCATI,HYPERMOTARD 950,12
1500,2565,รถจักรยานยนต์,DUCATI,HYPERMOTARD 950 RVE,24
1501,2565,รถจักรยานยนต์,DUCATI,HYPERMOTARD 950 SP,4
1502,2565,รถจักรยานยนต์,DUCATI,MONSTER,132
1503,2565,รถจักรยานยนต์,DUCATI,MONSTER 1200S,1
1504,2565,รถจักรยานยนต์,DUCATI,MONSTER 797,5
1505,2565,รถจักรยานยนต์,DUCATI,MONSTER 821,27
1506,2565,รถจักรยานยนต์,DUCATI,Multistrada V2 S,3
1507,2565,รถจักรยานยนต์,DUCATI,MULTISTRADA 1200,1
1508,2565,รถจักรยานยนต์,DUCATI,MULTISTRADA 1200 ENDURO,1
1509,2565,รถจักรยานยนต์,DUCATI,MULTISTRADA 1200 S,2
1510,2565,รถจักรยานยนต์,DUCATI,MULTISTRADA 1260 S,2
1511,2565,รถจักรยานยนต์,DUCATI,MULTISTRADA 950,2
1512,2565,รถจักรยานยนต์,DUCATI,MULTISTRADA 950 S,24
1513,2565,รถจักรยานยนต์,DUCATI,MULTISTRADA V4,3
1514,2565,รถจักรยานยนต์,DUCATI,MULTISTRADA V4 S,19
1515,2565,รถจักรยานยนต์,DUCATI,Panigale V4 SP2,2
1516,2565,รถจักรยานยนต์,DUCATI,PANIGALE V2,14
1517,2565,รถจักรยานยนต์,DUCATI,PANIGALE V2 BAYLISS,4
1518,2565,รถจักรยานยนต์,DUCATI,PANIGALE V4,11
1519,2565,รถจักรยานยนต์,DUCATI,PANIGALE V4 S,26
1520,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER,2
1521,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER 1100,2
1522,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER 1100 DARK PRO,2
1523,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER 1100 PRO,1
1524,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER 1100 SPORT PRO,4
1525,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER 1100 TB PRO,6
1526,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER 400,2
1527,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER CR,3
1528,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER DESERT SLED,20
1529,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER DESERT SLED FH,8
1530,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER DS,1
1531,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER ICON,19
1532,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER ICON DARK,39
1533,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER NIGHTSHIFT,17
1534,2565,รถจักรยานยนต์,DUCATI,SCRAMBLER URBAN MOTARD,7
1535,2565,รถจักรยานยนต์,DUCATI,STREETFIGHTER V4,8
1536,2565,รถจักรยานยนต์,DUCATI,STREETFIGHTER V4 S,23
1537,2565,รถจักรยานยนต์,DUCATI,STREETFIGHTER V4 SP,4
1538,2565,รถจักรยานยนต์,DUCATI,SUPERBIKE 959,3
1539,2565,รถจักรยานยนต์,DUCATI,SUPERSPORT 950,1
1540,2565,รถจักรยานยนต์,DUCATI,SUPERSPORT 950 S,5
1541,2565,รถจักรยานยนต์,DUCATI,XDiavel Nera,1
1542,2565,รถจักรยานยนต์,DUCATI,XDIAVEL,1
1543,2565,รถจักรยานยนต์,DUCATI,XDIAVEL BLACK STAR,1
1544,2565,รถจักรยานยนต์,DUCATI,XDIAVEL S,2
1545,2565,รถจักรยานยนต์,ECOOTER,ELONBB8,3
1546,2565,รถจักรยานยนต์,ECOOTER,ELONE2,1
1547,2565,รถจักรยานยนต์,ENGY,GREENER,53
1548,2565,รถจักรยานยนต์,ETRAN,ETRAN MYRA,481
1549,2565,รถจักรยานยนต์,EVO,ROBOS-V1,67
1550,2565,รถจักรยานยนต์,EVO,ROBOS-V2,1
1551,2565,รถจักรยานยนต์,FST,F300,3
1552,2565,รถจักรยานยนต์,FST,F700,1
1553,2565,รถจักรยานยนต์,GPX,200VT0302CS,51
1554,2565,รถจักรยานยนต์,GPX,COUNTRY125,4
1555,2565,รถจักรยานยนต์,GPX,CR5,38
1556,2565,รถจักรยานยนต์,GPX,DEMON,22
1557,2565,รถจักรยานยนต์,GPX,DEMON GR200R,400
1558,2565,รถจักรยานยนต์,GPX,DEMON GR200R DaCorsa,12
1559,2565,รถจักรยานยนต์,GPX,DEMON GR200RDACORSA2,40
1560,2565,รถจักรยานยนต์,GPX,DEMON-150GN,81
1561,2565,รถจักรยานยนต์,GPX,DEMON-150GR,45
1562,2565,รถจักรยานยนต์,GPX,DEMON-150GR LIMITED,4
1563,2565,รถจักรยานยนต์,GPX,DEMON-150GR LUXURY,12
1564,2565,รถจักรยานยนต์,GPX,DEMON-150GR SPORT,22
1565,2565,รถจักรยานยนต์,GPX,DEMON-X,50
1566,2565,รถจักรยานยนต์,GPX,DEMON150-GR Fi,97
1567,2565,รถจักรยานยนต์,GPX,DP125,5
1568,2565,รถจักรยานยนต์,GPX,DRONE KEYLESS,14613
1569,2565,รถจักรยานยนต์,GPX,DRONE KEYLESS-S,8569
1570,2565,รถจักรยานยนต์,GPX,DRONE STANDARD,1003
1571,2565,รถจักรยานยนต์,GPX,LEGEND 150Fi,245
1572,2565,รถจักรยานยนต์,GPX,LEGEND-GENTLEMAN,93
1573,2565,รถจักรยานยนต์,GPX,LEGEND150,51
1574,2565,รถจักรยานยนต์,GPX,LEGEND200-A1,41
1575,2565,รถจักรยานยนต์,GPX,LEGEND200-A2,1
1576,2565,รถจักรยานยนต์,GPX,LEGEND200-A3,9
1577,2565,รถจักรยานยนต์,GPX,LEGEND200-A4,8
1578,2565,รถจักรยานยนต์,GPX,LEGEND250 Brighton,328
1579,2565,รถจักรยานยนต์,GPX,LEGEND250 TWIN,38
1580,2565,รถจักรยานยนต์,GPX,LEGEND250 TWIN II,386
1581,2565,รถจักรยานยนต์,GPX,LEGEND250 TWIN III,649
1582,2565,รถจักรยานยนต์,GPX,MAD300,226
1583,2565,รถจักรยานยนต์,GPX,MAD300 MAX,18
1584,2565,รถจักรยานยนต์,GPX,NEW DEMON GR200R,3058
1585,2565,รถจักรยานยนต์,GPX,POPZ,203
1586,2565,รถจักรยานยนต์,GPX,POPZ 110,1645
1587,2565,รถจักรยานยนต์,GPX,RAZER,85
1588,2565,รถจักรยานยนต์,GPX,ROCK Classic,4001
1589,2565,รถจักรยานยนต์,GPX,ROCK Elegance,218
1590,2565,รถจักรยานยนต์,GPX,ROCK Racing,243
1591,2565,รถจักรยานยนต์,GPX,ROCK Sport,216
1592,2565,รถจักรยานยนต์,GPX,RZ180 Raptor,171
1593,2565,รถจักรยานยนต์,GPX,THUNDER125,3
1594,2565,รถจักรยานยนต์,H SEM,CIAO,122
1595,2565,รถจักรยานยนต์,H SEM,MOBILA G,1184
1596,2565,รถจักรยานยนต์,H SEM,MOBILA S,171
1597,2565,รถจักรยานยนต์,H SEM,WINGS,146
1598,2565,รถจักรยานยนต์,HANWAY,Black cafe,7
1599,2565,รถจักรยานยนต์,HANWAY,HC 150,7
1600,2565,รถจักรยานยนต์,HANWAY,HM150,2
1601,2565,รถจักรยานยนต์,HANWAY,HS 150,14
1602,2565,รถจักรยานยนต์,HANWAY,HS150,31
1603,2565,รถจักรยานยนต์,HANWAY,Muscle,1
1604,2565,รถจักรยานยนต์,HANWAY,NEVADA,8
1605,2565,รถจักรยานยนต์,HANWAY,RAW150,3
1606,2565,รถจักรยานยนต์,HANWAY,RAW250,1
1607,2565,รถจักรยานยนต์,HANWAY,Scrambler250,4
1608,2565,รถจักรยานยนต์,HANWAY,V BOB,58
1609,2565,รถจักรยานยนต์,HAONAIQI,LION-Q1,570
1610,2565,รถจักรยานยนต์,HAONAIQI,LION-Q2,194
1611,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FATBOY,1
1612,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLFBS,104
1613,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLH,4
1614,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLHCS,58
1615,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLHR,25
1616,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLHRC,1
1617,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLHRXS,53
1618,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLHT,1
1619,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLHTK,26
1620,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLHTKSE,8
1621,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLHTP,1
1622,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLHXS,111
1623,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLHXSE,9
1624,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLHXST,43
1625,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLSB,47
1626,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLSTF,1
1627,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLSTS,11
1628,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLSTSB,1
1629,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLSTSC,9
1630,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLSTSCI,4
1631,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLSTSI,6
1632,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLTR,2
1633,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLTRSE,1
1634,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLTRX,1
1635,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLTRXS,208
1636,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLTRXSE,14
1637,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FLTRXST,47
1638,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXBB,2
1639,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXBBS,63
1640,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXBRS,45
1641,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXD,9
1642,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXDB,2
1643,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXDL,8
1644,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXDLS,6
1645,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXDRS,2
1646,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXDSE,1
1647,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXDWG,5
1648,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXFBS,61
1649,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXLR,4
1650,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXLRS,80
1651,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXLRST,24
1652,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXR,2
1653,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXR 2,1
1654,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXR3,2
1655,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXR4,3
1656,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXRC,1
1657,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXRD,1
1658,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXRL,4
1659,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXRP,3
1660,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXRS,2
1661,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXRST,1
1662,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXRT,1
1663,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXST,17
1664,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXSTDSE,1
1665,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXSTS,8
1666,2565,รถจักรยานยนต์,HARLEY DAVIDSON,FXSTSB,10
1667,2565,รถจักรยานยนต์,HARLEY DAVIDSON,LOW RIDER S,1
1668,2565,รถจักรยานยนต์,HARLEY DAVIDSON,RA1250,2
1669,2565,รถจักรยานยนต์,HARLEY DAVIDSON,RA1250S,99
1670,2565,รถจักรยานยนต์,HARLEY DAVIDSON,RH1250S,299
1671,2565,รถจักรยานยนต์,HARLEY DAVIDSON,RH975,7
1672,2565,รถจักรยานยนต์,HARLEY DAVIDSON,ROAD GLIDE CVO,4
1673,2565,รถจักรยานยนต์,HARLEY DAVIDSON,XG750,1
1674,2565,รถจักรยานยนต์,HARLEY DAVIDSON,XL1200CX,1
1675,2565,รถจักรยานยนต์,HARLEY DAVIDSON,XL1200NS,2
1676,2565,รถจักรยานยนต์,HARLEY DAVIDSON,XL1200X,129
1677,2565,รถจักรยานยนต์,HARLEY DAVIDSON,XL883N,47
1678,2565,รถจักรยานยนต์,HARLEY DAVIDSON,XL883R,1
1679,2565,รถจักรยานยนต์,HONDA,ADV150,3760
1680,2565,รถจักรยานยนต์,HONDA,ADV160,2151
1681,2565,รถจักรยานยนต์,HONDA,ADV350,4481
1682,2565,รถจักรยานยนต์,HONDA,BENLY e,40
1683,2565,รถจักรยานยนต์,HONDA,BENT,1
1684,2565,รถจักรยานยนต์,HONDA,C125,1455
1685,2565,รถจักรยานยนต์,HONDA,CB1000R,17
1686,2565,รถจักรยานยนต์,HONDA,CB1100 RS,26
1687,2565,รถจักรยานยนต์,HONDA,CB1100SA,1
1688,2565,รถจักรยานยนต์,HONDA,CB1300 SUPER BOL D'OR,17
1689,2565,รถจักรยานยนต์,HONDA,CB1300 SUPER FOUR,20
1690,2565,รถจักรยานยนต์,HONDA,CB150R,1786
1691,2565,รถจักรยานยนต์,HONDA,CB300F,25
1692,2565,รถจักรยานยนต์,HONDA,CB300FA,11
1693,2565,รถจักรยานยนต์,HONDA,CB300R,296
1694,2565,รถจักรยานยนต์,HONDA,CB500F,231
1695,2565,รถจักรยานยนต์,HONDA,CB500X,2032
1696,2565,รถจักรยานยนต์,HONDA,CB500XA,1
1697,2565,รถจักรยานยนต์,HONDA,CB650F,3
1698,2565,รถจักรยานยนต์,HONDA,CB650R,295
1699,2565,รถจักรยานยนต์,HONDA,CBR1000RR-R,23
1700,2565,รถจักรยานยนต์,HONDA,CBR1000RR-R SP,21
1701,2565,รถจักรยานยนต์,HONDA,CBR150R,3182
1702,2565,รถจักรยานยนต์,HONDA,CBR250R,2
1703,2565,รถจักรยานยนต์,HONDA,CBR250RA,1
1704,2565,รถจักรยานยนต์,HONDA,CBR250RR,254
1705,2565,รถจักรยานยนต์,HONDA,CBR300R,166
1706,2565,รถจักรยานยนต์,HONDA,CBR300RA,51
1707,2565,รถจักรยานยนต์,HONDA,CBR500R,1379
1708,2565,รถจักรยานยนต์,HONDA,CBR600RR,37
1709,2565,รถจักรยานยนต์,HONDA,CBR650F,2
1710,2565,รถจักรยานยนต์,HONDA,CBR650R,1295
1711,2565,รถจักรยานยนต์,HONDA,CLICK I,2
1712,2565,รถจักรยานยนต์,HONDA,CLICK125,4331
1713,2565,รถจักรยานยนต์,HONDA,CLICK125I,30577
1714,2565,รถจักรยานยนต์,HONDA,CLICK150I,32387
1715,2565,รถจักรยานยนต์,HONDA,CLICK160,50811
1716,2565,รถจักรยานยนต์,HONDA,CRF1000L AFRICA TWIN,2
1717,2565,รถจักรยานยนต์,HONDA,CRF1100L AFRICA TWIN,76
1718,2565,รถจักรยานยนต์,HONDA,CRF250L,8
1719,2565,รถจักรยานยนต์,HONDA,CRF250M,2
1720,2565,รถจักรยานยนต์,HONDA,CRF250RALLY,30
1721,2565,รถจักรยานยนต์,HONDA,CRF300L,6447
1722,2565,รถจักรยานยนต์,HONDA,CRF300RALLY,149
1723,2565,รถจักรยานยนต์,HONDA,CRF450RL,139
1724,2565,รถจักรยานยนต์,HONDA,CT125,3316
1725,2565,รถจักรยานยนต์,HONDA,DAX125,1305
1726,2565,รถจักรยานยนต์,HONDA,DREAM,2
1727,2565,รถจักรยานยนต์,HONDA,EVN4L 7U,2
1728,2565,รถจักรยานยนต์,HONDA,FORZA,157
1729,2565,รถจักรยานยนต์,HONDA,FORZA350,22635
1730,2565,รถจักรยานยนต์,HONDA,GOLDWING F6B,1
1731,2565,รถจักรยานยนต์,HONDA,GOLDWING TOUR,36
1732,2565,รถจักรยานยนต์,HONDA,ICON,3
1733,2565,รถจักรยานยนต์,HONDA,LEAD125,29499
1734,2565,รถจักรยานยนต์,HONDA,MONKEY,3130
1735,2565,รถจักรยานยนต์,HONDA,MOOVE,43
1736,2565,รถจักรยานยนต์,HONDA,MSX GROM,1641
1737,2565,รถจักรยานยนต์,HONDA,MSX125,32
1738,2565,รถจักรยานยนต์,HONDA,MSX125SF,786
1739,2565,รถจักรยานยนต์,HONDA,NC750X,30
1740,2565,รถจักรยานยนต์,HONDA,NC750XD,1
1741,2565,รถจักรยานยนต์,HONDA,NICE,1
1742,2565,รถจักรยานยนต์,HONDA,NOVA R,1
1743,2565,รถจักรยานยนต์,HONDA,NT1100,33
1744,2565,รถจักรยานยนต์,HONDA,PCX e:HEV,1212
1745,2565,รถจักรยานยนต์,HONDA,PCX ELECTRIC,95
1746,2565,รถจักรยานยนต์,HONDA,PCX HYBRID,24
1747,2565,รถจักรยานยนต์,HONDA,PCX150,71
1748,2565,รถจักรยานยนต์,HONDA,PCX160,150439
1749,2565,รถจักรยานยนต์,HONDA,REBEL,920
1750,2565,รถจักรยานยนต์,HONDA,REPSOL,26
1751,2565,รถจักรยานยนต์,HONDA,SCOOPY,185858
1752,2565,รถจักรยานยนต์,HONDA,SCOOPY I,647
1753,2565,รถจักรยานยนต์,HONDA,SH150I,9
1754,2565,รถจักรยานยนต์,HONDA,SPACY I,4
1755,2565,รถจักรยานยนต์,HONDA,SUPER CUB,12511
1756,2565,รถจักรยานยนต์,HONDA,VFR1200XDS,1
1757,2565,รถจักรยานยนต์,HONDA,WAVE 110 I-AT,3
1758,2565,รถจักรยานยนต์,HONDA,WAVE X,1
1759,2565,รถจักรยานยนต์,HONDA,WAVE Z,1
1760,2565,รถจักรยานยนต์,HONDA,WAVE100,3
1761,2565,รถจักรยานยนต์,HONDA,WAVE100S,2
1762,2565,รถจักรยานยนต์,HONDA,WAVE110I,541411
1763,2565,รถจักรยานยนต์,HONDA,WAVE125,3
1764,2565,รถจักรยานยนต์,HONDA,WAVE125I,271229
1765,2565,รถจักรยานยนต์,HONDA,X-ADV,341
1766,2565,รถจักรยานยนต์,HONDA,ZOOMER-X,3510
1767,2565,รถจักรยานยนต์,HONDA,,3
1768,2565,รถจักรยานยนต์,HORWIN,EK 1 MAX,1
1769,2565,รถจักรยานยนต์,HORWIN,EK 3,1
1770,2565,รถจักรยานยนต์,HORWIN,HORWIN EK3,1
1771,2565,รถจักรยานยนต์,HUSQVARNA,FE 450,1
1772,2565,รถจักรยานยนต์,HUSQVARNA,NORDEN901,1
1773,2565,รถจักรยานยนต์,HUSQVARNA,SVARTPILEN 200,18
1774,2565,รถจักรยานยนต์,HUSQVARNA,SVARTPILEN 401,11
1775,2565,รถจักรยานยนต์,HUSQVARNA,TE 300,1
1776,2565,รถจักรยานยนต์,HUSQVARNA,VITPILEN 401,1
1777,2565,รถจักรยานยนต์,HYOSUNG,Aquila,12
1778,2565,รถจักรยานยนต์,INDIAN MOTORCYCLE,CHALLENGER,2
1779,2565,รถจักรยานยนต์,INDIAN MOTORCYCLE,ROADMASTER,1
1780,2565,รถจักรยานยนต์,INDIAN MOTORCYCLE,SCOUT,1
1781,2565,รถจักรยานยนต์,INDIAN MOTORCYCLE,SCOUT BOBBER,5
1782,2565,รถจักรยานยนต์,INDIAN MOTORCYCLE,SCOUT BOBBER TWENTY,2
1783,2565,รถจักรยานยนต์,INDIAN MOTORCYCLE,VINTAGE,1
1784,2565,รถจักรยานยนต์,INDIAN MOTORCYCLE,VINTAGE DARK HORSE,1
1785,2565,รถจักรยานยนต์,JETT,JETT,1
1786,2565,รถจักรยานยนต์,JINYI,TRENDY,3
1787,2565,รถจักรยานยนต์,JRD,SURF 125,1
1788,2565,รถจักรยานยนต์,JRD,SURF-Z 125,2
1789,2565,รถจักรยานยนต์,JRD,TYPHOON-R,1
1790,2565,รถจักรยานยนต์,JUNENG,DREAMERS FUN-A,83
1791,2565,รถจักรยานยนต์,KAVALLO,EASY WATT,105
1792,2565,รถจักรยานยนต์,KAVALLO,MINI SCOOTER,27
1793,2565,รถจักรยานยนต์,KAVALLO,VESPAL,88
1794,2565,รถจักรยานยนต์,KAWASAKI,AS120B(SE),1
1795,2565,รถจักรยานยนต์,KAWASAKI,BR125GHF,3
1796,2565,รถจักรยานยนต์,KAWASAKI,BR125HHF,15
1797,2565,รถจักรยานยนต์,KAWASAKI,D-TRACKER 125,3
1798,2565,รถจักรยานยนต์,KAWASAKI,D-TRACKER 150,10
1799,2565,รถจักรยานยนต์,KAWASAKI,D-TRACKER X,1
1800,2565,รถจักรยานยนต์,KAWASAKI,D-TRACKER150LW,11
1801,2565,รถจักรยานยนต์,KAWASAKI,EN650EJF,2
1802,2565,รถจักรยานยนต์,KAWASAKI,EX650KJFA,1
1803,2565,รถจักรยานยนต์,KAWASAKI,KL110EFFA,13
1804,2565,รถจักรยานยนต์,KAWASAKI,KLE300AJF,13
1805,2565,รถจักรยานยนต์,KAWASAKI,KLR650,3
1806,2565,รถจักรยานยนต์,KAWASAKI,KLR650 ABS,53
1807,2565,รถจักรยานยนต์,KAWASAKI,KLR650 ABS ADVENTURE,73
1808,2565,รถจักรยานยนต์,KAWASAKI,KLR650 ADVENTURE,1
1809,2565,รถจักรยานยนต์,KAWASAKI,KLX 125,1
1810,2565,รถจักรยานยนต์,KAWASAKI,KLX 150,1
1811,2565,รถจักรยานยนต์,KAWASAKI,KLX150,1
1812,2565,รถจักรยานยนต์,KAWASAKI,KLX150BF,2
1813,2565,รถจักรยานยนต์,KAWASAKI,KLX230,1096
1814,2565,รถจักรยานยนต์,KAWASAKI,KLX230 ABS SE,364
1815,2565,รถจักรยานยนต์,KAWASAKI,KLX230 S,9
1816,2565,รถจักรยานยนต์,KAWASAKI,KLX230 SE,18
1817,2565,รถจักรยานยนต์,KAWASAKI,KLX230SM SE,2
1818,2565,รถจักรยานยนต์,KAWASAKI,KLX250,1
1819,2565,รถจักรยานยนต์,KAWASAKI,KP150A,1
1820,2565,รถจักรยานยนต์,KAWASAKI,KSR,68
1821,2565,รถจักรยานยนต์,KAWASAKI,KSR DIRT,8
1822,2565,รถจักรยานยนต์,KAWASAKI,KSR PRO,25
1823,2565,รถจักรยานยนต์,KAWASAKI,KSR PRO LIMITED,2
1824,2565,รถจักรยานยนต์,KAWASAKI,MEGURO K3,13
1825,2565,รถจักรยานยนต์,KAWASAKI,NINJA 1000,24
1826,2565,รถจักรยานยนต์,KAWASAKI,NINJA 1000SX,12
1827,2565,รถจักรยานยนต์,KAWASAKI,NINJA 250,53
1828,2565,รถจักรยานยนต์,KAWASAKI,NINJA 400 SE,1
1829,2565,รถจักรยานยนต์,KAWASAKI,NINJA H2,1
1830,2565,รถจักรยานยนต์,KAWASAKI,NINJA H2 SX,12
1831,2565,รถจักรยานยนต์,KAWASAKI,NINJA ZX-10R,58
1832,2565,รถจักรยานยนต์,KAWASAKI,NINJA ZX-10R SE,31
1833,2565,รถจักรยานยนต์,KAWASAKI,NINJA ZX-10RR,5
1834,2565,รถจักรยานยนต์,KAWASAKI,NINJA ZX-14R ABS,1
1835,2565,รถจักรยานยนต์,KAWASAKI,NINJA ZX-25R ABS SE,444
1836,2565,รถจักรยานยนต์,KAWASAKI,NINJA ZX-6R,154
1837,2565,รถจักรยานยนต์,KAWASAKI,NINJA250SLKRTEDITION,1
1838,2565,รถจักรยานยนต์,KAWASAKI,NINJA400,533
1839,2565,รถจักรยานยนต์,KAWASAKI,NINJA400 HG,294
1840,2565,รถจักรยานยนต์,KAWASAKI,NINJA650,20
1841,2565,รถจักรยานยนต์,KAWASAKI,TAXEDO,1
1842,2565,รถจักรยานยนต์,KAWASAKI,VERSYS 1000,1
1843,2565,รถจักรยานยนต์,KAWASAKI,VERSYS-X 300 ABS,8
1844,2565,รถจักรยานยนต์,KAWASAKI,VERSYS-X 300 ABS CITY,4
1845,2565,รถจักรยานยนต์,KAWASAKI,VERSYS-X 300 ABS TOURING,96
1846,2565,รถจักรยานยนต์,KAWASAKI,VERSYS-X300ABSTOURER,18
1847,2565,รถจักรยานยนต์,KAWASAKI,VERSYS1000,26
1848,2565,รถจักรยานยนต์,KAWASAKI,VERSYS1000 SE,31
